"Country","Year","Sex","Age group","Mean total cholesterol (mmol/L)","Mean total cholesterol lower 95% uncertainty interval (mmol/L)","Mean total cholesterol upper 95% uncertainty interval (mmol/L)","Mean non-HDL cholesterol (mmol/L)","Mean non-HDL cholesterol lower 95% uncertainty interval (mmol/L)","Mean non-HDL cholesterol upper 95% uncertainty interval (mmol/L)","Mean HDL cholesterol (mmol/L)","Mean HDL cholesterol lower 95% uncertainty interval (mmol/L)","Mean HDL cholesterol upper 95% uncertainty interval (mmol/L)"
"Mexico",2013,"Men","30-34",4.74416842066172,4.57719558288152,4.90724897807793,3.88482525746834,3.77084379582976,3.99708768733675,0.984216765490264,0.918875225021358,1.04961732700353
"Mexico",2013,"Men","35-39",4.88647611881074,4.70887527638119,5.06202997416449,4.02413751889656,3.90267923741596,4.14252571118532,0.975742985949011,0.910162939288695,1.04136411756037
"Mexico",2013,"Men","40-44",4.97773860172512,4.79342428060454,5.16106927833912,4.10733801760929,3.97871700652872,4.23123147064518,0.971104496257461,0.905082791827921,1.03725286102192
"Mexico",2013,"Men","45-49",5.01832664016204,4.82590003657259,5.20963573768104,4.1360023562117,4.00147547306665,4.26385045492206,0.971287458696699,0.904135560755151,1.03899124965195
"Mexico",2013,"Men","50-54",5.01418495122364,4.81756389059388,5.21195617442166,4.11745432172456,3.97738121609,4.25185094306774,0.975884613450042,0.907948169113596,1.04470951893288
"Mexico",2013,"Men","55-59",4.97683219835714,4.77613640551067,5.17891752823433,4.06476588558425,3.91957780438834,4.20379395591414,0.983095278603045,0.913996502931608,1.0536152210108
"Mexico",2013,"Men","60-64",4.91795574882076,4.71175128352688,5.12182819658608,3.99117283826642,3.84002147184095,4.13415949082106,0.991075421422818,0.922005802951141,1.06181123126157
"Mexico",2013,"Men","65-69",4.84754921118139,4.63985828685841,5.05020222982667,3.90793062373476,3.75047295025664,4.0579736223073,0.998377362450025,0.92908395373857,1.06980014791263
"Mexico",2013,"Men","70-74",4.77391243531463,4.56138499882791,4.98274949612961,3.824314339441,3.65810662562086,3.98280929155499,1.00394977549888,0.934432026206275,1.07560612718503
"Mexico",2013,"Men","75-79",4.70527162941383,4.48797802229422,4.9147921585055,3.74951298081458,3.58158768005527,3.91535874574957,1.00675856713462,0.935979935356453,1.07843796516295
"Mexico",2013,"Men","80-84",4.64985300167235,4.41965539332576,4.87298768994426,3.69271554328499,3.51339580854785,3.87158188559345,1.00576964392248,0.931424192878958,1.08081100349905
"Mexico",2013,"Men","85plus",4.61133498727535,4.32914713447709,4.88426419226869,3.66094619470778,3.42618303929371,3.90497965537979,0.997312412311845,0.910489991415369,1.08533383999551
"Mexico",2014,"Men","18-19",4.09817060059487,3.93939024653355,4.25370189545056,3.20875579086112,3.06288475146086,3.35091931378646,1.01892273083454,0.943325134296749,1.09533511946273
"Mexico",2014,"Men","20-24",4.29916168872738,4.13948871352433,4.45794856445565,3.42176363186038,3.29381232797703,3.54491226472036,1.00935437991922,0.93675172288194,1.08252176839266
"Mexico",2014,"Men","25-29",4.54288554190717,4.37173366065919,4.71294071157365,3.67548269313936,3.55580620315179,3.78893934501102,0.996362105575989,0.925445305342594,1.06857659523547
"Mexico",2014,"Men","30-34",4.73559234528809,4.54867461821504,4.91607963095016,3.87081892869243,3.7484662727608,3.98986977857436,0.985109969930933,0.914179808792883,1.05713547253867
"Mexico",2014,"Men","35-39",4.87733671376522,4.68079392443733,5.07042570323454,4.00901737455516,3.87888089361503,4.13403926794151,0.976646756644865,0.904915280765264,1.04905362733972
"Mexico",2014,"Men","40-44",4.96817326223366,4.76561598523015,5.17241586222082,4.09132306676314,3.95476456895619,4.22301797308003,0.972021249378591,0.89929240376791,1.04449173140454
"Mexico",2014,"Men","45-49",5.00840108914125,4.7992970457609,5.22164824044022,4.11923219313047,3.97547981058618,4.25618311595122,0.972221472496485,0.898729515983526,1.0459161753944
"Mexico",2014,"Men","50-54",5.0039424146494,4.78810110712793,5.22517317039765,4.10001743237734,3.95249170491863,4.2414775309205,0.976837986544922,0.901475912365684,1.05268061013305
"Mexico",2014,"Men","55-59",4.96634258063307,4.74408510247781,5.1919709954184,4.04672795412999,3.89262855082473,4.19372769917423,0.984063888252284,0.907644255509396,1.06157343232801
"Mexico",2014,"Men","60-64",4.90731578235195,4.68009218217112,5.13233123905293,3.97258014603189,3.81383846108486,4.12506349613301,0.992049032232201,0.915162686666621,1.07113534012937
"Mexico",2014,"Men","65-69",4.83683672120162,4.61026034718393,5.06655054538678,3.88885991921633,3.72426351380755,4.04816880669708,0.999346168277072,0.923664139126845,1.07784933680637
"Mexico",2014,"Men","70-74",4.76314060471351,4.53319536181716,4.99253769187112,3.80492270830641,3.62996361727971,3.9717216121971,1.00491094135806,0.928636968130245,1.08280608044653
"Mexico",2014,"Men","75-79",4.69438701025104,4.45487123859081,4.93015113210009,3.73004001416394,3.55182464742446,3.90241182378708,1.00771651362803,0.930791545953811,1.08558060048268
"Mexico",2014,"Men","80-84",4.63873551517764,4.39054268135109,4.88455034886656,3.67348333765072,3.48557873449032,3.85703092067115,1.00673604723982,0.927100098758685,1.08748536459631
"Mexico",2014,"Men","85plus",4.59963790936121,4.29704891140278,4.88716678062634,3.64262379494129,3.40117697023432,3.88986414821428,0.998318253766259,0.904293177402913,1.09103786749186
"Mexico",2015,"Men","18-19",4.09195150580861,3.92167402498897,4.26000962323196,3.19886219481897,3.04811981087728,3.34480717845424,1.01946390402681,0.936876081128418,1.10426456900245
"Mexico",2015,"Men","20-24",4.29192146623936,4.11675404637695,4.46522457430651,3.41024322534233,3.27742042075128,3.53842988348627,1.009902177444,0.929144339477689,1.09019317119352
"Mexico",2015,"Men","25-29",4.53450729935599,4.34387461265113,4.72412126891834,3.66204882831419,3.53607676215877,3.78207508942362,0.996917559924061,0.919419705113344,1.0765914042349
"Mexico",2015,"Men","30-34",4.72638209290082,4.52059054346325,4.93221474366934,3.85587723669855,3.72574576666311,3.98101873628737,0.985672062890742,0.906876576673631,1.06564125361552
"Mexico",2015,"Men","35-39",4.86752121326766,4.65165082561791,5.08653368259217,3.99288751242536,3.8549694771526,4.12614485967634,0.977215700108141,0.898052872731188,1.05739052138497
"Mexico",2015,"Men","40-44",4.95790002685033,4.73039744911068,5.18776598579821,4.07423871742457,3.92632031313023,4.21486734660373,0.972598485340356,0.892495477255366,1.05308969884035
"Mexico",2015,"Men","45-49",4.99774068107948,4.75952030497319,5.23735947795924,4.10134237296855,3.94718250838999,4.24710412939237,0.972809565521654,0.891096906454637,1.05488209739148
"Mexico",2015,"Men","50-54",4.9929412872336,4.74619343469518,5.23930522282714,4.08141656520543,3.92187227776517,4.23360084281899,0.977438150500121,0.894001288241079,1.06234706419582
"Mexico",2015,"Men","55-59",4.95507592043896,4.70628618693217,5.20751516052208,4.02748594515911,3.86272594522771,4.18622327346421,0.984673513037662,0.899668171977487,1.0708768833566
"Mexico",2015,"Men","60-64",4.89588766275494,4.64379720056937,5.15289623607803,3.95274601305515,3.78254958558,4.11514307724538,0.992661752351322,0.907695041136269,1.08011415487843
"Mexico",2015,"Men","65-69",4.82533079185413,4.56943341149801,5.08541165351067,3.86851523588235,3.68992905814018,4.03685666578953,0.99995591321253,0.915173135976798,1.08776540805512
"Mexico",2015,"Men","70-74",4.75157078102229,4.49100114958527,5.01511190496261,3.78423504739271,3.59733705443597,3.9606845443256,1.00551598594711,0.920658670084422,1.09333734427662
"Mexico",2015,"Men","75-79",4.68269532944146,4.42051026369208,4.94918208054127,3.70926527119747,3.51823999320806,3.89173448167497,1.00831965416584,0.923550422870175,1.09497990673812
"Mexico",2015,"Men","80-84",4.62679213629363,4.35057009810279,4.9019644720278,3.65296573090791,3.45503073367719,3.84566048380798,1.00734460147952,0.919626654757298,1.09560954698868
"Mexico",2015,"Men","85plus",4.58706821914325,4.26042969265211,4.90233858454695,3.62307851528166,3.37438721149189,3.87523715213992,0.99895162910758,0.89892858407773,1.09914281470463
"Mexico",2016,"Men","18-19",4.08538692954105,3.90317346329843,4.26975276119179,3.18849513957741,3.03354362043025,3.33749608750372,1.0199519309705,0.927873281195857,1.11335439802864
"Mexico",2016,"Men","20-24",4.28427690850162,4.09005064608024,4.47676747753658,3.39817071041625,3.25860350926769,3.53181552754421,1.01039547071086,0.920512248969271,1.10117893284811
"Mexico",2016,"Men","25-29",4.52566018071023,4.31401087798567,4.74369538634173,3.64797038404765,3.51233805174611,3.77655020381727,0.997417175473334,0.908800022429966,1.0881006980107
"Mexico",2016,"Men","30-34",4.7166568347012,4.48502240318256,4.95027614315616,3.84021813415128,3.69886723074666,3.97647936702721,0.986177452881689,0.897406889805032,1.07678320645004
"Mexico",2016,"Men","35-39",4.85715790796296,4.61144499076192,5.10649819140033,3.97598287724971,3.82395759430846,4.12145262334741,0.977727277970366,0.88893291961343,1.06839568025711
"Mexico",2016,"Men","40-44",4.94705443798394,4.68865714101758,5.20765063289246,4.0563335298655,3.89632699729086,4.20901413592548,0.973117625773801,0.883433885193872,1.06524685341791
"Mexico",2016,"Men","45-49",4.98648669458802,4.71640934992147,5.25585851840432,4.08259284067339,3.9166742466155,4.24028568866681,0.973338513502486,0.881259848403544,1.0678587099399
"Mexico",2016,"Men","50-54",4.98132729131509,4.7021444536143,5.25852045487173,4.06192169784799,3.88705136643021,4.22587836895775,0.977977928416236,0.883840848572916,1.0745778926962
"Mexico",2016,"Men","55-59",4.94318118542101,4.65872419085918,5.22623785856613,4.0073191290638,3.82728302691998,4.17772847265723,0.985221827824184,0.888999032476828,1.08339505083709
"Mexico",2016,"Men","60-64",4.88382250347923,4.59535216468543,5.17549913649356,3.93195881379586,3.74559106853799,4.10852497970497,0.993213057799332,0.896586711996891,1.09230395756369
"Mexico",2016,"Men","65-69",4.81318392265209,4.52527874491952,5.10714905868597,3.84719328343116,3.65085552927362,4.0302936932175,1.00050493593432,0.904340342909766,1.09802002500853
"Mexico",2016,"Men","70-74",4.73935667069081,4.44668237061876,5.03854800520287,3.76255392126873,3.55671141736568,3.95267382110272,1.00606125134145,0.910406437493049,1.10397922308382
"Mexico",2016,"Men","75-79",4.67035191232874,4.37366086429618,4.97212680558767,3.68749293025593,3.47882666294437,3.88457978884396,1.00886363972081,0.914086824021944,1.10623711814027
"Mexico",2016,"Men","80-84",4.61418081229923,4.30654744216878,4.92496273149661,3.63146251334011,3.4186914928142,3.83611921665567,1.00789373677251,0.91112901243054,1.10666665759388
"Mexico",2016,"Men","85plus",4.57378962662659,4.21514804226036,4.91748479874516,3.60259296237478,3.3462415807298,3.86254470845212,0.999523043236202,0.890597348453851,1.11018259913994
"Mexico",2017,"Men","18-19",4.07868631630492,3.87718900972354,4.27925945642083,3.17792426063206,3.01635069883251,3.33060567219127,1.02058708993423,0.916157185137443,1.12490776107793
"Mexico",2017,"Men","20-24",4.27647408081184,4.06144023864252,4.49048914502238,3.38586113876922,3.24230952588899,3.52620342902212,1.01103726977555,0.909789729376664,1.11394223975117
"Mexico",2017,"Men","25-29",4.51662985971427,4.27379189467163,4.76145846036623,3.6336158233916,3.48769615901243,3.77030548612632,0.998067025248264,0.89780093651519,1.09981233547755
"Mexico",2017,"Men","30-34",4.70673000500318,4.4435255597474,4.97165830208938,3.82425217879338,3.66778344441133,3.97186428011672,0.986834740111187,0.886608927729759,1.08836434762448
"Mexico",2017,"Men","35-39",4.84657959095529,4.56539757565224,5.12854438816276,3.95874722274349,3.7916538311631,4.11542310904094,0.978392584014384,0.876691912897259,1.08110323131744
"Mexico",2017,"Men","40-44",4.93598369184731,4.64130247073554,5.23167819851685,4.03807797301084,3.86198157436736,4.20248972196655,0.973792726607916,0.870540395350029,1.07799867912837
"Mexico",2017,"Men","45-49",4.97499911225657,4.6706147689905,5.28191744090511,4.06347667606514,3.8774590521329,4.23691958435909,0.9740262641825,0.870062159155264,1.08027083921909
"Mexico",2017,"Men","50-54",4.96947245367465,4.6555593171793,5.28521733676277,4.04204583849421,3.84920806013879,4.22165826841497,0.978679605764009,0.872127339016202,1.08765574279838
"Mexico",2017,"Men","55-59",4.93104011450741,4.61061645056043,5.2535722734538,3.986758227004,3.78782900654042,4.17331645659196,0.985934473113464,0.878058505764045,1.09596674027419
"Mexico",2017,"Men","60-64",4.87150782543745,4.54772669006404,5.20040716761979,3.91076514348985,3.70441407074099,4.10535856795086,0.993929558668828,0.884736535591639,1.10402632938168
"Mexico",2017,"Men","65-69",4.80078616259895,4.47558434302656,5.13223294659452,3.8254539390852,3.61008863299446,4.02279309774168,1.00121856770261,0.891529347879547,1.11106476922148
"Mexico",2017,"Men","70-74",4.72689054757761,4.39918723836255,5.06308206814867,3.74044801416155,3.51401747755861,3.94394131288854,1.00677021832184,0.898856743181776,1.11670541574524
"Mexico",2017,"Men","75-79",4.65775400393532,4.3223760674943,4.99856122217261,3.66529407557902,3.43770642498065,3.8752273525818,1.00957127266985,0.902592343081743,1.11910641760261
"Mexico",2017,"Men","80-84",4.60130955523393,4.25730372583719,4.95191634828348,3.60953883019775,3.37578766640506,3.82982061384215,1.00860849288996,0.898743032243216,1.11909364892024
"Mexico",2017,"Men","85plus",4.56023724816034,4.16802067255392,4.93942547896801,3.58170942897996,3.31115738588542,3.85146693100667,1.00026743644164,0.878711323250312,1.12202077835502
"Mexico",2018,"Men","18-19",4.0720748788911,3.84687521324531,4.28894008711167,3.16738051309511,3.00166150157239,3.32456957093316,1.02136120934422,0.906746361168407,1.13840664047327
"Mexico",2018,"Men","20-24",4.26877506641752,4.02755567326275,4.50936272693922,3.37358327732554,3.22285020707408,3.52310289022067,1.01181960838502,0.899489580155225,1.1276215921086
"Mexico",2018,"Men","25-29",4.50772017781857,4.23894159725465,4.78435956419228,3.61929832588461,3.46055379318054,3.76684104062833,0.99885927157061,0.885876327569149,1.11229736494928
"Mexico",2018,"Men","30-34",4.69693653148168,4.40388928966992,4.99899905070347,3.80832749977918,3.63832923356924,3.96722664781771,0.987636066805625,0.873187908669402,1.10097696382647
"Mexico",2018,"Men","35-39",4.83614401291874,4.52606581910651,5.15891061080724,3.94155620482379,3.75872452828633,4.11204801788797,0.979203641859042,0.863291656761417,1.0936343022796
"Mexico",2018,"Men","40-44",4.92506250764162,4.60211400210895,5.26062007853272,4.01986984683297,3.82522044868763,4.19969563832535,0.974615644499845,0.857629539832339,1.09036249085486
"Mexico",2018,"Men","45-49",4.96366611761169,4.62671833327533,5.31360467558456,4.04441044956521,3.8395312107234,4.23389625652192,0.974864507720334,0.855153967657404,1.09388853350816
"Mexico",2018,"Men","50-54",4.95777592312847,4.60892518842863,5.31991672132119,4.02222224948903,3.80724225346601,4.21868193387849,0.979534724649127,0.858846264023482,1.10069880611689
"Mexico",2018,"Men","55-59",4.91905998282965,4.56248744281724,5.29076170561391,3.96625169578307,3.74693050426388,4.16980106026328,0.986802848551163,0.86303429991878,1.10867852502755
"Mexico",2018,"Men","60-64",4.85935584574942,4.49712010306452,5.23579255336088,3.88962764793495,3.66623900440622,4.09932709027155,0.994802501458371,0.871323815616353,1.11770682858223
"Mexico",2018,"Men","65-69",4.78855236170389,4.42527876101498,5.16403680769818,3.80377218982884,3.56841769205111,4.02076868383463,1.00208782690717,0.878896692783392,1.12610238500475
"Mexico",2018,"Men","70-74",4.7145896812911,4.34754053006235,5.0948814549084,3.7184006297455,3.47260737771403,3.94003846849261,1.00763348993847,0.887006509648678,1.13034140908417
"Mexico",2018,"Men","75-79",4.64532322905611,4.26763282358147,5.02536444622227,3.64315406833075,3.39297017016037,3.87139113616039,1.01043243913684,0.887812790183395,1.13287434404602
"Mexico",2018,"Men","80-84",4.58860842954397,4.20059153997015,4.98416725390528,3.58767360623041,3.33481996061616,3.82492508697284,1.00947762308688,0.885543860460096,1.13373669994477
"Mexico",2018,"Men","85plus",4.54686133929742,4.11414125131606,4.97530615833512,3.56088264170309,3.27200607312955,3.84405852589515,1.00117132252079,0.867541638055398,1.13539013875937
"United Kingdom",2000,"Men","18-19",4.31142376273661,4.23252960329406,4.39271799346209,3.02451731745189,2.95000531225757,3.09898111929938,1.25615058000425,1.21626285606572,1.295700809143
"United Kingdom",2000,"Men","20-24",4.6680265127012,4.58669127401639,4.75079757734157,3.39498858293148,3.32623627705258,3.46040660489432,1.25906847021539,1.22075690147599,1.29685361753813
"United Kingdom",2000,"Men","25-29",5.09317185574481,5.00491643026091,5.18401494306889,3.83847507300263,3.76854529580069,3.9062346824212,1.25921797030601,1.22073406202628,1.2971194022464
"United Kingdom",2000,"Men","30-34",5.42451861732629,5.32921562541417,5.52175769242457,4.18450483586749,4.10858991037497,4.25954695179727,1.25673086404675,1.21761137961899,1.29500606001953
"United Kingdom",2000,"Men","35-39",5.6680254414496,5.56588336146209,5.76886102733302,4.436894808486,4.35526351546093,4.51482584151145,1.25393107182891,1.21410582397408,1.29308790454604
"United Kingdom",2000,"Men","40-44",5.82965097211867,5.72300951922267,5.93417701144597,4.59946192781807,4.51384987070698,4.68128702123323,1.25314251404379,1.21270970467018,1.29265346125371
"United Kingdom",2000,"Men","45-49",5.9153970213483,5.80706237595249,6.02254854436211,4.67623100005564,4.58767327619427,4.76054233014907,1.25657485813628,1.21563338753101,1.29659700702532
"United Kingdom",2000,"Men","50-54",5.93225826540304,5.82124131252408,6.04374499905945,4.67600782372672,4.58441343082203,4.7635658632691,1.26380995378397,1.22281468992122,1.30402044574619
"United Kingdom",2000,"Men","55-59",5.88822224479716,5.7737147204893,6.00271101946736,4.61237918969543,4.51966585082504,4.70253016700664,1.27180183289711,1.23015534728303,1.31300057396971
"United Kingdom",2000,"Men","60-64",5.79149907744582,5.67744637303412,5.90810220291444,4.49916959545057,4.40381669288153,4.59039321940072,1.27748467136925,1.23604696566017,1.31869033379901
"United Kingdom",2000,"Men","65-69",5.6544252972344,5.54065413475849,5.77291184658326,4.35088979851313,4.25267662654318,4.44274550711701,1.27996377447575,1.23852391944491,1.32113436583492
"United Kingdom",2000,"Men","70-74",5.4934638540185,5.37793480234586,5.61384922003265,4.1827368164363,4.07966393083238,4.27843989499856,1.28051557687388,1.23965596896769,1.3218094705565
"United Kingdom",2000,"Men","75-79",5.32525710704373,5.20622453114235,5.44829087825884,4.00993750416594,3.90649655424113,4.10714950156817,1.28051091015054,1.23898306549724,1.3222370731941
"United Kingdom",2000,"Men","80-84",5.16644741555569,5.04276867886716,5.29209939862947,3.84771871664794,3.74305115271921,3.94918404527133,1.28132060589265,1.23742094585259,1.32450082538384
"United Kingdom",2000,"Men","85plus",5.00343428061883,4.8492888506414,5.16002401468374,3.67981057290934,3.54318320955902,3.82015983886296,1.28573234789921,1.23360291158487,1.33628963981051
"United Kingdom",2001,"Men","18-19",4.28906904414161,4.21143900106504,4.36947024769043,3.0005865215253,2.92736391992732,3.07397280074824,1.26446198349571,1.22465986628201,1.30293193215202
"United Kingdom",2001,"Men","20-24",4.64197529622263,4.56140757803055,4.72237385638279,3.36713755145386,3.30040444622502,3.43177008614002,1.26747419547923,1.22965178588182,1.30482189287512
"United Kingdom",2001,"Men","25-29",5.06300358706751,4.97539879111126,5.15288709465911,3.80600838698421,3.7374835616834,3.87294040865952,1.26773036999334,1.23057573542988,1.30483364944385
"United Kingdom",2001,"Men","30-34",5.3913433849879,5.29671125563682,5.48899619474331,4.14839632183749,4.07481129092944,4.22092835351676,1.2653347805389,1.22746341935051,1.30297082684134
"United Kingdom",2001,"Men","35-39",5.63266564273735,5.53152832010603,5.73483176262515,4.39791315648888,4.31972046104311,4.47449074302716,1.26263119978135,1.22415882431689,1.30112928173507
"United Kingdom",2001,"Men","40-44",5.79264131306942,5.68734242644765,5.89858173555957,4.55817069141355,4.47498872383167,4.63917803739772,1.26196340038615,1.22291069375229,1.30109422408614
"United Kingdom",2001,"Men","45-49",5.87699284224903,5.76986935431747,5.98576419172904,4.63299166506161,4.54711410364504,4.71644832272947,1.26555920463756,1.22610226288567,1.30482608222873
"United Kingdom",2001,"Men","50-54",5.89262702730281,5.78336930017144,6.00314804069505,4.63105038930709,4.54225931408274,4.71627729930054,1.2729795760526,1.23313618475436,1.31268347638631
"United Kingdom",2001,"Men","55-59",5.84763501601905,5.73579367812179,5.96096218349577,4.5658727494479,4.47541479543559,4.65307412425614,1.28111861938105,1.24071482721614,1.32161060544904
"United Kingdom",2001,"Men","60-64",5.75033114804142,5.63637067123536,5.86577621524808,4.45123107138093,4.35708122666006,4.54039356243046,1.28685160572758,1.24676037789434,1.32751380783022
"United Kingdom",2001,"Men","65-69",5.61297882492584,5.49646930689629,5.72861548082975,4.30171424135526,4.2060832061306,4.39127261640541,1.28928749112674,1.24955969916073,1.32987866083755
"United Kingdom",2001,"Men","70-74",5.4517905101404,5.33395256997988,5.57126880551905,4.13272770597219,4.03225775120484,4.22700462956001,1.28976891654299,1.25014436780925,1.33076661619741
"United Kingdom",2001,"Men","75-79",5.28315036549725,5.1627060317156,5.40353706787147,3.95971241445704,3.85951901396771,4.05592940569287,1.28973563967686,1.24957646359728,1.33136123517608
"United Kingdom",2001,"Men","80-84",5.12344255280851,4.99841701759898,5.24826157199932,3.79810931603512,3.69480325391047,3.89604115617027,1.29062741822888,1.24942842432934,1.33311403440792
"United Kingdom",2001,"Men","85plus",4.95818977203656,4.80635445262918,5.11002706150243,3.63254438908317,3.49801957995097,3.77125914040619,1.29541571355899,1.24498314177776,1.34538151259681
"United Kingdom",2002,"Men","18-19",4.26643609439974,4.18852373632437,4.34517418548577,2.97636008838453,2.90487640936177,3.04838247450758,1.27281588815559,1.23391795624978,1.31110475712922
"United Kingdom",2002,"Men","20-24",4.61559856427436,4.53650141109554,4.69514824513024,3.33894089308011,3.27399379866696,3.40161009805059,1.27592254377693,1.23826987330299,1.31301390851302
"United Kingdom",2002,"Men","25-29",5.03245666751105,4.94517389593071,5.1200863078232,3.77313767952142,3.70606058689249,3.83867083980248,1.27628581683902,1.23909950011898,1.31367870833339
"United Kingdom",2002,"Men","30-34",5.35775026157599,5.26347107326908,5.45277191036553,4.11183819171168,4.03980142054368,4.18201811663447,1.27398240582898,1.23645268426594,1.31211560258122
"United Kingdom",2002,"Men","35-39",5.5968592057628,5.49707783187837,5.6970161878974,4.35844629707815,4.28268012694387,4.4329160071115,1.27137587275419,1.23315604340143,1.30997541961236
"United Kingdom",2002,"Men","40-44",5.75516335936512,5.65070925715142,5.85825465763585,4.51636586304808,4.43672315429189,4.5941714899537,1.27082977962201,1.23262092002299,1.30972726690456
"United Kingdom",2002,"Men","45-49",5.8381024954807,5.72993210420856,5.94582847722132,4.58921480595234,4.50652384258454,4.67069172065157,1.27459003824665,1.23610016193992,1.3137358368919
"United Kingdom",2002,"Men","50-54",5.85249440470171,5.74280859887871,5.96228906658662,4.58553416690505,4.5003929029981,4.66821421508059,1.28219660599889,1.24326168617919,1.32181765868603
"United Kingdom",2002,"Men","55-59",5.80653489511481,5.69322522114333,5.9176622060499,4.51878811180353,4.42975382732474,4.60250610164452,1.29048348580616,1.25142960167097,1.33065691518928
"United Kingdom",2002,"Men","60-64",5.70864358327068,5.59516618178906,5.82172068531477,4.4026961012602,4.31279641740711,4.48779013672076,1.29626687772569,1.25668118262557,1.33590829970642
"United Kingdom",2002,"Men","65-69",5.57100966289849,5.45688882227864,5.68461731793309,4.2519262495515,4.15837807889651,4.33995669698647,1.2986594702446,1.25911856652543,1.33798560703907
"United Kingdom",2002,"Men","70-74",5.40959190490589,5.29481842163921,5.52486227223625,4.08209532461784,3.98554377200303,4.17356841736687,1.29907044027988,1.25924924364172,1.33908575189269
"United Kingdom",2002,"Men","75-79",5.24051297486043,5.12350944860433,5.35777562399482,3.90886134021113,3.81191522770789,4.00237966000009,1.29900881207155,1.25948712945269,1.34007662352299
"United Kingdom",2002,"Men","80-84",5.07989553832972,4.95701590310072,5.19923540703521,3.74788231008326,3.6462020799846,3.84377175213641,1.29998360985963,1.2592220159281,1.34242280781559
"United Kingdom",2002,"Men","85plus",4.91237420257228,4.76087447690549,5.06358279136541,3.58469225067895,3.45381336222796,3.71979484864604,1.30515118904266,1.25582429150563,1.35426240604102
"United Kingdom",2003,"Men","18-19",4.24344706345229,4.16593305773455,4.32162356183488,2.95172407562416,2.88146391902414,3.02248244926108,1.28068143412142,1.24186264181833,1.31917760719799
"United Kingdom",2003,"Men","20-24",4.58880604026179,4.5097207117481,4.66693130091485,3.31026777821105,3.24718595626063,3.37146740904906,1.28387737416648,1.24622052497034,1.3210662971801
"United Kingdom",2003,"Men","25-29",5.00142774926706,4.91348275691554,5.09024765116623,3.73971197937586,3.67511799053174,3.8034310922032,1.28434177935569,1.24732051419864,1.32135018075747
"United Kingdom",2003,"Men","30-34",5.32362710207666,5.22908475043222,5.41958704724228,4.07466330473416,4.00404178003275,4.14160553963345,1.28212527317457,1.24496469288405,1.32000249186248
"United Kingdom",2003,"Men","35-39",5.56048809228426,5.45973140952928,5.66106257806063,4.318314099135,4.24459180378753,4.39045177202714,1.27961014161241,1.24209554863853,1.31780429195034
"United Kingdom",2003,"Men","40-44",5.71709471348349,5.61271108466522,5.82260472680848,4.47385670742742,4.39659474107077,4.54906474918358,1.27917867065851,1.24155207555933,1.31785669427695
"United Kingdom",2003,"Men","45-49",5.7985994293479,5.68986010344384,5.90654902923218,4.5447006889591,4.46564690171092,4.62253874505629,1.28309388998315,1.24464521975082,1.32207796610478
"United Kingdom",2003,"Men","50-54",5.81172951538845,5.70094750016464,5.92042940772946,4.53925153654681,4.45803371996789,4.6195291319248,1.2908759339195,1.25204228518864,1.33010724881201
"United Kingdom",2003,"Men","55-59",5.76478705895357,5.65243243618729,5.87654948600447,4.47091067647635,4.38671828099602,4.55248002304186,1.29930204146361,1.25978757616726,1.33885501571453
"United Kingdom",2003,"Men","60-64",5.66629858772405,5.55393043935577,5.77922778591596,4.35334383563897,4.26651940406552,4.43662907172329,1.30513262299863,1.2652373701765,1.34414272136243
"United Kingdom",2003,"Men","65-69",5.52837794518737,5.41327217862792,5.6434606694274,4.20129972138194,4.11162379261574,4.28744502297642,1.30748392614747,1.2673529476397,1.34638939925123
"United Kingdom",2003,"Men","70-74",5.36672629063777,5.25124625595358,5.48386507802029,4.03061002150855,3.93652622602151,4.12023186980863,1.30782803577285,1.26772053516133,1.34717718474829
"United Kingdom",2003,"Men","75-79",5.1972007536219,5.08034561552526,5.31690201686003,3.85715350992886,3.76254309286646,3.94688283091767,1.30773946444359,1.26796073582078,1.34764823352911
"United Kingdom",2003,"Men","80-84",5.03565846368648,4.91246673998959,5.15851262937389,3.69680896055295,3.59896961928928,3.79107991851061,1.30879272472846,1.26779350713341,1.35008328877324
"United Kingdom",2003,"Men","85plus",4.86583182433063,4.71408402249795,5.01703118921685,3.53603378146547,3.40793092918143,3.67031956636839,1.31431902334061,1.26500734887163,1.36292597474173
"United Kingdom",2004,"Men","18-19",4.22000955939311,4.14313537130518,4.29636100207381,2.92662562300222,2.85698464139731,2.99591329076493,1.28759349152551,1.24839159899374,1.32595958696219
"United Kingdom",2004,"Men","20-24",4.56149119339242,4.48360275017295,4.64086957605958,3.28105705422353,3.21960091297595,3.3413720903224,1.29086677140555,1.25371975714672,1.32802354568492
"United Kingdom",2004,"Men","25-29",4.96979467301513,4.88182149976347,5.05801762305492,3.70566042044046,3.64269921564521,3.76739450433698,1.29141918411796,1.25453902581294,1.32866792831737
"United Kingdom",2004,"Men","30-34",5.28884040391253,5.19474413091667,5.38428568847252,4.03679314459797,3.96864473578411,4.1028126035288,1.28927880106953,1.25176415722485,1.32694499440712
"United Kingdom",2004,"Men","35-39",5.5234105294494,5.42333807622294,5.62362077795551,4.27743196403331,4.20650349582022,4.34765195889119,1.28684408631941,1.24942232953234,1.32480682544738
"United Kingdom",2004,"Men","40-44",5.67828719299052,5.57337008398673,5.78279848063288,4.43055361608371,4.35734205282073,4.50401053961612,1.28651350392672,1.24884313174932,1.32480018512011
